merchant_id,signup_date,country,plan_type,industry,churned,churn_date,recency,frequency,monetary,recency_days,segment,segment_name
M00444,2024-09-25,Canada,Basic,Fashion,No,,2.0,55.0,2722.7599999999998,2.0,1.0,New / Fast-Growing Merchants
M00445,2024-05-27,Canada,Advanced,Home,No,,7.0,114.0,28654.24,7.0,3.0,Low-Value / Dormant Merchants
M00446,2023-04-06,Canada,Basic,Home,Yes,2023-08-07,513.0,173.0,8855.02,513.0,2.0,At-Risk Merchants
M00447,2024-09-29,US,Basic,Fashion,No,,1.0,181.0,9289.91,1.0,0.0,High-GMV Loyal Merchants
M00448,2023-04-28,Canada,Shopify,Fashion,No,,5.0,77.0,8063.53,5.0,1.0,New / Fast-Growing Merchants
M00449,2024-07-13,US,Advanced,Home,Yes,2025-04-26,-104.0,39.0,9537.14,-104.0,1.0,New / Fast-Growing Merchants
M00450,2024-08-23,US,Shopify,Food,No,,2.0,85.0,8806.37,2.0,1.0,New / Fast-Growing Merchants
M00451,2024-05-02,Australia,Shopify,Home,No,,2.0,117.0,11813.56,2.0,0.0,High-GMV Loyal Merchants
M00452,2023-08-25,Canada,Basic,Beauty,Yes,2024-02-23,313.0,172.0,8787.63,313.0,2.0,At-Risk Merchants
M00453,2023-09-29,Canada,Shopify,Beauty,No,,4.0,53.0,5360.01,4.0,1.0,New / Fast-Growing Merchants
M00454,2023-07-08,India,Basic,Beauty,No,,7.0,117.0,5606.0,7.0,0.0,High-GMV Loyal Merchants
M00455,2024-12-04,Australia,Advanced,Electronics,No,,1.0,38.0,9339.7,1.0,1.0,New / Fast-Growing Merchants
M00456,2024-03-22,India,Basic,Beauty,No,,1.0,77.0,3700.53,1.0,1.0,New / Fast-Growing Merchants
M00457,2024-08-03,Australia,Shopify,Food,No,,2.0,143.0,14633.26,2.0,0.0,High-GMV Loyal Merchants
M00458,2023-09-04,Canada,Basic,Electronics,Yes,2024-03-16,292.0,144.0,7564.35,292.0,2.0,At-Risk Merchants
M00459,2023-03-17,US,Shopify,Electronics,No,,9.0,159.0,15675.66,9.0,0.0,High-GMV Loyal Merchants
M00460,2023-06-03,US,Basic,Beauty,No,,161.0,12.0,562.46,161.0,1.0,New / Fast-Growing Merchants
M00461,2024-10-17,US,Shopify,Home,No,,1.0,123.0,12397.12,1.0,0.0,High-GMV Loyal Merchants
M00462,2024-03-10,US,Basic,Fashion,No,,1.0,10.0,594.6800000000001,1.0,1.0,New / Fast-Growing Merchants
M00463,2023-03-27,US,Basic,Home,Yes,2023-06-07,574.0,126.0,6500.05,574.0,2.0,At-Risk Merchants
M00464,2024-11-27,India,Basic,Home,No,,1.0,105.0,5211.42,1.0,1.0,New / Fast-Growing Merchants
M00465,2023-10-12,Australia,Basic,Electronics,No,,37.0,17.0,868.95,37.0,1.0,New / Fast-Growing Merchants
M00466,2023-08-08,Canada,Advanced,Electronics,No,,53.0,14.0,2989.53,53.0,1.0,New / Fast-Growing Merchants
M00467,2023-03-10,India,Basic,Electronics,No,,5.0,57.0,2746.71,5.0,1.0,New / Fast-Growing Merchants
M00468,2023-02-16,Australia,Advanced,Food,No,,8.0,167.0,43427.98,8.0,3.0,Low-Value / Dormant Merchants
M00469,2023-04-04,US,Basic,Food,No,,10.0,77.0,3675.05,10.0,1.0,New / Fast-Growing Merchants
M00470,2024-03-28,Australia,Basic,Fashion,Yes,2024-06-29,186.0,167.0,8023.55,186.0,0.0,High-GMV Loyal Merchants
M00471,2023-07-23,Australia,Shopify,Electronics,No,,14.0,21.0,2101.75,14.0,1.0,New / Fast-Growing Merchants
M00472,2023-08-06,US,Shopify,Beauty,No,,1.0,147.0,14240.45,1.0,0.0,High-GMV Loyal Merchants
M00473,2024-04-18,US,Basic,Electronics,Yes,2024-07-02,183.0,143.0,7064.53,183.0,0.0,High-GMV Loyal Merchants
M00474,2024-03-07,US,Shopify,Food,No,,2.0,134.0,13261.68,2.0,0.0,High-GMV Loyal Merchants
M00475,2023-12-07,Canada,Shopify,Electronics,Yes,2024-04-20,256.0,194.0,19997.98,256.0,0.0,High-GMV Loyal Merchants
M00476,2024-07-04,US,Basic,Food,Yes,2025-02-10,-39.0,41.0,1980.19,-39.0,1.0,New / Fast-Growing Merchants
M00477,2024-09-03,Canada,Advanced,Electronics,Yes,2024-10-21,73.0,47.0,12377.06,73.0,1.0,New / Fast-Growing Merchants
M00478,2023-10-16,US,Advanced,Beauty,No,,1.0,149.0,38809.31,1.0,3.0,Low-Value / Dormant Merchants
M00479,2023-09-11,Canada,Shopify,Fashion,Yes,2023-12-04,395.0,97.0,10463.36,395.0,2.0,At-Risk Merchants
M00480,2023-12-23,Australia,Basic,Beauty,No,,1.0,77.0,3996.17,1.0,1.0,New / Fast-Growing Merchants
M00481,2023-01-23,India,Shopify,Food,No,,11.0,92.0,9118.56,11.0,1.0,New / Fast-Growing Merchants
M00482,2024-06-05,Australia,Basic,Home,Yes,2024-07-06,180.0,55.0,2949.51,180.0,1.0,New / Fast-Growing Merchants
M00483,2023-04-10,Australia,Basic,Beauty,Yes,2023-05-14,598.0,172.0,8395.5,598.0,2.0,At-Risk Merchants
M00484,2023-06-29,US,Basic,Electronics,No,,5.0,138.0,6692.13,5.0,0.0,High-GMV Loyal Merchants
M00485,2023-08-11,Canada,Basic,Fashion,No,,3.0,99.0,4811.9,3.0,1.0,New / Fast-Growing Merchants
M00486,2024-10-20,India,Advanced,Electronics,No,,1.0,74.0,19185.27,1.0,1.0,New / Fast-Growing Merchants
M00487,2024-03-17,US,Shopify,Electronics,No,,1.0,146.0,14637.45,1.0,0.0,High-GMV Loyal Merchants
M00488,2024-08-30,US,Shopify,Beauty,No,,1.0,97.0,9524.64,1.0,1.0,New / Fast-Growing Merchants
M00489,2023-11-21,US,Basic,Fashion,Yes,2024-10-15,79.0,144.0,6839.53,79.0,0.0,High-GMV Loyal Merchants
M00490,2024-05-30,Australia,Basic,Home,Yes,2024-08-21,133.0,126.0,6069.81,133.0,0.0,High-GMV Loyal Merchants
M00491,2023-01-16,Canada,Basic,Electronics,No,,4.0,79.0,4046.1,4.0,1.0,New / Fast-Growing Merchants
M00492,2023-12-02,Canada,Advanced,Fashion,No,,5.0,20.0,5540.74,5.0,1.0,New / Fast-Growing Merchants
M00493,2023-09-15,India,Basic,Home,No,,4.0,81.0,3811.44,4.0,1.0,New / Fast-Growing Merchants
M00494,2024-05-11,Canada,Advanced,Electronics,No,,1.0,65.0,17170.25,1.0,1.0,New / Fast-Growing Merchants
M00495,2023-06-09,Canada,Shopify,Fashion,No,,1.0,135.0,13049.25,1.0,0.0,High-GMV Loyal Merchants
M00496,2024-04-19,US,Basic,Beauty,Yes,2024-12-04,28.0,143.0,6960.51,28.0,0.0,High-GMV Loyal Merchants
M00497,2024-10-25,US,Shopify,Electronics,Yes,2025-04-18,-105.0,49.0,4888.64,-105.0,1.0,New / Fast-Growing Merchants
M00498,2024-11-20,Australia,Basic,Electronics,No,,1.0,188.0,9727.75,1.0,0.0,High-GMV Loyal Merchants
M00499,2024-11-05,US,Advanced,Fashion,No,,1.0,116.0,30090.56,1.0,3.0,Low-Value / Dormant Merchants
M00500,2024-01-15,US,Advanced,Electronics,No,,7.0,94.0,25588.82,7.0,3.0,Low-Value / Dormant Merchants
M00501,2024-06-28,US,Basic,Home,No,,1.0,49.0,2467.21,1.0,1.0,New / Fast-Growing Merchants
M00502,2024-11-21,US,Basic,Electronics,Yes,2025-03-17,-74.0,148.0,7417.86,-74.0,0.0,High-GMV Loyal Merchants
M00503,2024-03-02,Australia,Shopify,Food,Yes,2024-10-08,100.0,13.0,1294.9,100.0,1.0,New / Fast-Growing Merchants
M00504,2024-09-04,US,Advanced,Home,Yes,2025-02-10,-38.0,49.0,12415.06,-38.0,1.0,New / Fast-Growing Merchants
M00505,2023-09-25,India,Basic,Fashion,Yes,2023-12-05,393.0,153.0,7492.17,393.0,2.0,At-Risk Merchants
M00506,2024-07-30,India,Shopify,Home,Yes,2024-11-04,66.0,54.0,4943.55,66.0,1.0,New / Fast-Growing Merchants
M00507,2024-02-21,India,Shopify,Food,Yes,2024-11-30,34.0,117.0,11949.64,34.0,0.0,High-GMV Loyal Merchants
M00508,2023-06-17,India,Shopify,Food,No,,6.0,164.0,16078.66,6.0,0.0,High-GMV Loyal Merchants
M00509,2023-02-12,US,Basic,Electronics,Yes,2023-09-01,489.0,72.0,3477.31,489.0,2.0,At-Risk Merchants
M00510,2024-07-09,India,Shopify,Electronics,No,,1.0,70.0,7462.59,1.0,1.0,New / Fast-Growing Merchants
M00511,2023-10-12,US,Advanced,Beauty,No,,6.0,130.0,33029.88,6.0,3.0,Low-Value / Dormant Merchants
M00512,2024-02-01,Australia,Basic,Home,No,,9.0,153.0,7507.91,9.0,0.0,High-GMV Loyal Merchants
M00513,2023-01-12,India,Basic,Beauty,No,,3.0,143.0,7099.32,3.0,0.0,High-GMV Loyal Merchants
M00514,2024-08-29,Canada,Advanced,Food,No,,2.0,76.0,19154.2,2.0,1.0,New / Fast-Growing Merchants
M00515,2023-10-29,India,Basic,Electronics,Yes,2023-11-18,410.0,187.0,9464.92,410.0,2.0,At-Risk Merchants
M00516,2023-09-10,India,Advanced,Electronics,No,,3.0,143.0,35980.06,3.0,3.0,Low-Value / Dormant Merchants
M00517,2024-05-13,US,Basic,Electronics,No,,2.0,171.0,8241.04,2.0,0.0,High-GMV Loyal Merchants
M00518,2023-02-04,India,Basic,Fashion,Yes,2023-06-08,574.0,35.0,1969.99,574.0,2.0,At-Risk Merchants
M00519,2024-12-27,Canada,Advanced,Food,Yes,2025-05-28,-144.0,144.0,38100.84,-144.0,3.0,Low-Value / Dormant Merchants
M00520,2023-03-31,US,Basic,Electronics,No,,5.0,62.0,3088.66,5.0,1.0,New / Fast-Growing Merchants
M00521,2024-08-27,US,Basic,Food,Yes,2024-10-31,62.0,38.0,1825.11,62.0,1.0,New / Fast-Growing Merchants
M00522,2024-08-24,Australia,Basic,Electronics,No,,1.0,102.0,4878.18,1.0,1.0,New / Fast-Growing Merchants
M00523,2024-02-22,Australia,Shopify,Home,No,,1.0,186.0,18773.84,1.0,0.0,High-GMV Loyal Merchants
M00524,2023-04-25,India,Basic,Food,Yes,2023-06-29,552.0,154.0,7744.55,552.0,2.0,At-Risk Merchants
M00525,2024-09-08,Australia,Basic,Beauty,No,,1.0,187.0,9560.69,1.0,0.0,High-GMV Loyal Merchants
M00526,2023-07-15,Australia,Advanced,Fashion,No,,12.0,23.0,5654.75,12.0,1.0,New / Fast-Growing Merchants
M00527,2024-05-15,Australia,Basic,Beauty,Yes,2024-08-24,130.0,111.0,5461.01,130.0,0.0,High-GMV Loyal Merchants
M00528,2024-09-17,US,Shopify,Food,No,,2.0,134.0,12959.99,2.0,0.0,High-GMV Loyal Merchants
M00529,2024-05-07,US,Basic,Electronics,No,,3.0,101.0,5042.16,3.0,1.0,New / Fast-Growing Merchants
M00530,2023-03-16,US,Shopify,Food,No,,4.0,58.0,5105.39,4.0,1.0,New / Fast-Growing Merchants
M00531,2024-02-17,Australia,Basic,Fashion,Yes,2024-05-09,237.0,199.0,10112.91,237.0,0.0,High-GMV Loyal Merchants
M00532,2024-01-11,US,Advanced,Food,No,,69.0,15.0,3780.11,69.0,1.0,New / Fast-Growing Merchants
M00533,2024-02-24,Australia,Basic,Electronics,No,,1.0,156.0,7530.41,1.0,0.0,High-GMV Loyal Merchants
M00534,2024-12-29,US,Basic,Beauty,No,,1.0,67.0,3045.53,1.0,1.0,New / Fast-Growing Merchants
M00535,2023-10-04,US,Basic,Home,No,,7.0,139.0,6977.26,7.0,0.0,High-GMV Loyal Merchants
M00536,2024-11-06,Canada,Basic,Beauty,Yes,2025-02-12,-42.0,132.0,6442.78,-42.0,0.0,High-GMV Loyal Merchants
M00537,2024-01-29,India,Basic,Electronics,No,,1.0,49.0,2469.87,1.0,1.0,New / Fast-Growing Merchants
M00538,2024-04-01,Australia,Basic,Electronics,No,,1.0,174.0,8548.85,1.0,0.0,High-GMV Loyal Merchants
M00539,2023-07-11,Canada,Shopify,Fashion,Yes,2023-09-05,485.0,39.0,3887.8,485.0,2.0,At-Risk Merchants
M00540,2024-11-19,US,Basic,Food,No,,1.0,174.0,8648.74,1.0,0.0,High-GMV Loyal Merchants
M00541,2023-04-09,Australia,Basic,Food,Yes,2023-11-28,402.0,197.0,9997.8,402.0,2.0,At-Risk Merchants
M00542,2024-07-01,US,Shopify,Beauty,No,,2.0,196.0,19492.23,2.0,0.0,High-GMV Loyal Merchants
M00543,2023-04-06,India,Shopify,Home,Yes,2023-06-16,565.0,173.0,17063.73,565.0,2.0,At-Risk Merchants
M00544,2024-10-25,Canada,Basic,Home,No,,4.0,108.0,5419.95,4.0,1.0,New / Fast-Growing Merchants
M00545,2024-10-24,India,Basic,Fashion,No,,1.0,52.0,2787.01,1.0,1.0,New / Fast-Growing Merchants
M00546,2023-07-09,Canada,Basic,Electronics,No,,2.0,91.0,4916.42,2.0,1.0,New / Fast-Growing Merchants
M00547,2023-02-06,US,Shopify,Fashion,No,,8.0,50.0,5227.52,8.0,1.0,New / Fast-Growing Merchants
M00548,2024-01-04,India,Shopify,Food,No,,5.0,177.0,17628.42,5.0,0.0,High-GMV Loyal Merchants
M00549,2024-11-25,India,Basic,Electronics,Yes,2025-07-23,-192.0,89.0,4287.66,-192.0,1.0,New / Fast-Growing Merchants
M00550,2024-06-08,US,Shopify,Fashion,No,,3.0,53.0,5215.98,3.0,1.0,New / Fast-Growing Merchants
M00551,2023-10-06,India,Shopify,Beauty,No,,49.0,22.0,2027.33,49.0,1.0,New / Fast-Growing Merchants
M00552,2023-08-05,Australia,Shopify,Food,No,,8.0,137.0,13853.11,8.0,0.0,High-GMV Loyal Merchants
M00553,2023-09-30,Canada,Advanced,Home,No,,1.0,12.0,3267.37,1.0,1.0,New / Fast-Growing Merchants
M00554,2023-03-03,Canada,Basic,Fashion,No,,114.0,11.0,540.36,114.0,1.0,New / Fast-Growing Merchants
M00555,2024-08-18,Canada,Basic,Food,No,,7.0,60.0,2742.87,7.0,1.0,New / Fast-Growing Merchants
M00556,2024-12-29,Australia,Basic,Food,No,,1.0,110.0,5888.86,1.0,0.0,High-GMV Loyal Merchants
M00557,2023-12-08,Canada,Basic,Home,Yes,2024-07-05,180.0,89.0,4489.22,180.0,1.0,New / Fast-Growing Merchants
M00558,2024-02-01,US,Basic,Home,Yes,2024-10-20,74.0,134.0,6668.52,74.0,0.0,High-GMV Loyal Merchants
M00559,2024-11-29,India,Advanced,Home,No,,1.0,174.0,44144.45,1.0,3.0,Low-Value / Dormant Merchants
M00560,2023-01-19,Australia,Basic,Fashion,Yes,2023-07-18,533.0,154.0,7398.0,533.0,2.0,At-Risk Merchants
M00561,2023-06-26,Canada,Basic,Home,No,,30.0,119.0,5994.31,30.0,0.0,High-GMV Loyal Merchants
M00562,2024-09-03,US,Basic,Beauty,Yes,2024-11-18,44.0,175.0,8806.21,44.0,0.0,High-GMV Loyal Merchants
M00563,2024-01-31,India,Advanced,Food,No,,5.0,112.0,29352.52,5.0,3.0,Low-Value / Dormant Merchants
M00564,2024-03-20,India,Basic,Home,No,,3.0,178.0,8844.51,3.0,0.0,High-GMV Loyal Merchants
M00565,2023-08-21,Australia,Basic,Food,No,,12.0,53.0,2823.25,12.0,1.0,New / Fast-Growing Merchants
M00566,2023-03-17,Australia,Basic,Electronics,No,,18.0,12.0,605.41,18.0,1.0,New / Fast-Growing Merchants
M00567,2023-09-22,Australia,Basic,Electronics,Yes,2024-06-25,190.0,185.0,9296.31,190.0,0.0,High-GMV Loyal Merchants
M00568,2024-03-30,US,Advanced,Home,Yes,2024-08-03,151.0,131.0,33674.02,151.0,3.0,Low-Value / Dormant Merchants
M00569,2024-12-18,US,Advanced,Food,Yes,2025-09-11,-247.0,160.0,44506.21,-247.0,3.0,Low-Value / Dormant Merchants
M00570,2024-01-19,Australia,Basic,Electronics,No,,1.0,56.0,2826.89,1.0,1.0,New / Fast-Growing Merchants
M00571,2024-07-17,Canada,Advanced,Home,No,,3.0,115.0,30200.63,3.0,3.0,Low-Value / Dormant Merchants
M00572,2024-05-20,India,Shopify,Food,No,,1.0,160.0,15716.65,1.0,0.0,High-GMV Loyal Merchants
M00573,2024-01-02,India,Advanced,Home,No,,1.0,165.0,42183.23,1.0,3.0,Low-Value / Dormant Merchants
M00574,2023-05-24,US,Basic,Food,No,,1.0,157.0,7683.83,1.0,0.0,High-GMV Loyal Merchants
M00575,2023-03-10,India,Basic,Electronics,No,,24.0,85.0,4397.79,24.0,1.0,New / Fast-Growing Merchants
M00576,2023-04-09,Canada,Basic,Home,Yes,2023-11-08,420.0,142.0,7246.34,420.0,2.0,At-Risk Merchants
M00577,2024-01-31,India,Shopify,Electronics,No,,7.0,93.0,9135.59,7.0,1.0,New / Fast-Growing Merchants
M00578,2023-01-25,US,Basic,Home,No,,4.0,149.0,7564.06,4.0,0.0,High-GMV Loyal Merchants
M00579,2024-04-13,US,Basic,Fashion,No,,1.0,107.0,5558.26,1.0,1.0,New / Fast-Growing Merchants
M00580,2024-04-28,Canada,Basic,Electronics,Yes,2024-11-06,57.0,115.0,5443.05,57.0,0.0,High-GMV Loyal Merchants
M00581,2024-07-18,Canada,Shopify,Electronics,No,,1.0,133.0,13704.33,1.0,0.0,High-GMV Loyal Merchants
M00582,2023-05-31,India,Basic,Beauty,No,,1.0,84.0,4622.62,1.0,1.0,New / Fast-Growing Merchants
M00583,2023-05-24,India,Shopify,Electronics,No,,12.0,49.0,4800.58,12.0,1.0,New / Fast-Growing Merchants
M00584,2024-07-22,US,Advanced,Food,Yes,2024-08-31,124.0,26.0,6536.12,124.0,1.0,New / Fast-Growing Merchants
M00585,2023-02-08,Canada,Basic,Home,Yes,2023-10-26,474.0,17.0,792.55,474.0,2.0,At-Risk Merchants
M00586,2023-04-19,Canada,Shopify,Fashion,No,,3.0,188.0,18875.76,3.0,0.0,High-GMV Loyal Merchants
M00587,2024-11-23,Canada,Basic,Food,No,,1.0,83.0,4093.95,1.0,1.0,New / Fast-Growing Merchants
M00588,2023-02-11,India,Advanced,Food,No,,152.0,15.0,3428.86,152.0,1.0,New / Fast-Growing Merchants
M00589,2023-07-05,Canada,Basic,Food,Yes,2023-08-07,513.0,90.0,4553.64,513.0,2.0,At-Risk Merchants
M00590,2024-02-02,US,Shopify,Food,Yes,2024-11-07,55.0,192.0,19071.36,55.0,0.0,High-GMV Loyal Merchants
M00591,2023-08-11,US,Shopify,Fashion,No,,6.0,182.0,18082.12,6.0,0.0,High-GMV Loyal Merchants
M00592,2024-09-25,India,Advanced,Beauty,No,,2.0,84.0,22159.82,2.0,0.0,High-GMV Loyal Merchants
M00593,2023-05-13,Australia,Shopify,Electronics,No,,3.0,97.0,9605.74,3.0,1.0,New / Fast-Growing Merchants
M00594,2023-06-12,India,Basic,Food,No,,11.0,105.0,5388.4,11.0,1.0,New / Fast-Growing Merchants
M00595,2023-08-03,Australia,Shopify,Electronics,Yes,2024-06-29,187.0,171.0,16961.49,187.0,0.0,High-GMV Loyal Merchants
M00596,2023-08-23,Canada,Advanced,Electronics,No,,3.0,50.0,13778.49,3.0,1.0,New / Fast-Growing Merchants
M00597,2024-10-19,India,Shopify,Food,No,,1.0,78.0,8013.55,1.0,1.0,New / Fast-Growing Merchants
M00598,2024-08-10,US,Basic,Beauty,Yes,2024-09-13,116.0,20.0,943.53,116.0,1.0,New / Fast-Growing Merchants
M00599,2023-01-09,Canada,Advanced,Electronics,No,,1.0,194.0,52861.49,1.0,3.0,Low-Value / Dormant Merchants
M00600,2023-03-15,US,Shopify,Home,Yes,2023-07-13,538.0,144.0,14567.57,538.0,2.0,At-Risk Merchants
M00601,2024-05-06,Canada,Shopify,Electronics,Yes,2025-01-12,-11.0,162.0,15985.69,-11.0,0.0,High-GMV Loyal Merchants
M00602,2023-09-10,India,Basic,Food,Yes,2024-07-26,175.0,85.0,3969.22,175.0,1.0,New / Fast-Growing Merchants
M00603,2023-08-18,Australia,Shopify,Fashion,Yes,2024-05-04,243.0,41.0,4205.8099999999995,243.0,1.0,New / Fast-Growing Merchants
M00604,2024-06-02,Canada,Basic,Electronics,Yes,2024-09-05,119.0,136.0,6627.87,119.0,0.0,High-GMV Loyal Merchants
M00605,2023-06-23,Australia,Shopify,Beauty,No,,6.0,144.0,15109.98,6.0,0.0,High-GMV Loyal Merchants
M00606,2024-10-14,Canada,Basic,Home,No,,1.0,140.0,7319.54,1.0,0.0,High-GMV Loyal Merchants
M00607,2023-06-17,US,Shopify,Home,No,,14.0,135.0,12652.94,14.0,0.0,High-GMV Loyal Merchants
M00608,2023-06-19,US,Advanced,Fashion,No,,17.0,38.0,9641.91,17.0,1.0,New / Fast-Growing Merchants
M00609,2024-01-28,Canada,Basic,Fashion,Yes,2024-07-10,175.0,123.0,6007.7699999999995,175.0,0.0,High-GMV Loyal Merchants
M00610,2024-09-25,Australia,Advanced,Electronics,No,,1.0,72.0,18653.05,1.0,1.0,New / Fast-Growing Merchants
M00611,2023-07-13,India,Basic,Food,No,,6.0,134.0,6804.25,6.0,0.0,High-GMV Loyal Merchants
M00612,2024-05-31,India,Advanced,Beauty,No,,1.0,184.0,46811.4,1.0,3.0,Low-Value / Dormant Merchants
M00613,2023-01-29,US,Shopify,Home,No,,6.0,159.0,16061.99,6.0,0.0,High-GMV Loyal Merchants
M00614,2023-06-14,India,Shopify,Fashion,No,,2.0,192.0,18863.32,2.0,0.0,High-GMV Loyal Merchants
M00615,2024-02-26,US,Shopify,Beauty,No,,1.0,102.0,10216.3,1.0,0.0,High-GMV Loyal Merchants
M00616,2023-12-05,India,Advanced,Food,No,,4.0,39.0,10450.03,4.0,1.0,New / Fast-Growing Merchants
M00617,2024-10-09,Canada,Basic,Home,Yes,2024-11-02,61.0,34.0,1823.77,61.0,1.0,New / Fast-Growing Merchants
M00618,2024-05-10,US,Basic,Home,No,,1.0,121.0,6089.32,1.0,0.0,High-GMV Loyal Merchants
M00619,2023-12-31,US,Shopify,Food,Yes,2024-11-30,35.0,131.0,12773.23,35.0,0.0,High-GMV Loyal Merchants
M00620,2023-12-08,Canada,Shopify,Home,No,,1.0,133.0,13832.06,1.0,0.0,High-GMV Loyal Merchants
M00621,2024-05-14,US,Shopify,Food,Yes,2025-01-07,-6.0,136.0,14089.58,-6.0,0.0,High-GMV Loyal Merchants
M00622,2024-10-18,India,Shopify,Home,No,,1.0,163.0,16323.55,1.0,0.0,High-GMV Loyal Merchants
M00623,2024-05-25,India,Basic,Electronics,Yes,2025-02-27,-57.0,174.0,8832.96,-57.0,0.0,High-GMV Loyal Merchants
M00624,2023-11-23,US,Shopify,Food,No,,18.0,76.0,7226.01,18.0,1.0,New / Fast-Growing Merchants
M00625,2023-08-05,India,Basic,Beauty,No,,8.0,93.0,4457.64,8.0,1.0,New / Fast-Growing Merchants
M00626,2023-10-28,Australia,Basic,Electronics,No,,1.0,187.0,9728.81,1.0,0.0,High-GMV Loyal Merchants
M00627,2023-05-12,US,Basic,Beauty,No,,10.0,123.0,6408.39,10.0,0.0,High-GMV Loyal Merchants
M00628,2023-03-11,Canada,Basic,Home,No,,11.0,139.0,6881.38,11.0,0.0,High-GMV Loyal Merchants
M00629,2023-09-09,Australia,Basic,Beauty,No,,6.0,60.0,3065.94,6.0,1.0,New / Fast-Growing Merchants
M00630,2024-02-19,US,Basic,Electronics,No,,1.0,25.0,1160.76,1.0,1.0,New / Fast-Growing Merchants
M00631,2024-03-20,Canada,Shopify,Food,No,,2.0,88.0,8851.73,2.0,1.0,New / Fast-Growing Merchants
M00632,2023-07-01,India,Basic,Fashion,No,,3.0,125.0,6127.58,3.0,0.0,High-GMV Loyal Merchants
M00633,2023-06-16,Canada,Basic,Beauty,No,,41.0,73.0,3489.9,41.0,1.0,New / Fast-Growing Merchants
M00634,2023-04-01,Australia,Basic,Fashion,No,,15.0,148.0,7458.24,15.0,0.0,High-GMV Loyal Merchants
M00635,2024-12-14,India,Basic,Beauty,No,,1.0,144.0,7104.14,1.0,0.0,High-GMV Loyal Merchants
M00636,2024-06-14,US,Basic,Beauty,No,,2.0,151.0,7228.2,2.0,0.0,High-GMV Loyal Merchants
M00637,2023-02-08,India,Basic,Food,No,,9.0,179.0,9134.72,9.0,0.0,High-GMV Loyal Merchants
M00638,2023-05-06,US,Shopify,Home,No,,1.0,112.0,11916.54,1.0,0.0,High-GMV Loyal Merchants
M00639,2024-03-26,US,Shopify,Electronics,Yes,2024-09-05,118.0,178.0,18101.66,118.0,0.0,High-GMV Loyal Merchants
M00640,2023-06-22,Canada,Shopify,Electronics,No,,1.0,129.0,13031.03,1.0,0.0,High-GMV Loyal Merchants
M00641,2024-10-14,Canada,Basic,Electronics,No,,1.0,161.0,7689.4800000000005,1.0,0.0,High-GMV Loyal Merchants
M00642,2023-08-08,Canada,Basic,Home,No,,2.0,160.0,8047.7,2.0,0.0,High-GMV Loyal Merchants
M00643,2024-09-29,Australia,Advanced,Fashion,No,,1.0,171.0,45157.25,1.0,3.0,Low-Value / Dormant Merchants
M00644,2023-02-27,Australia,Basic,Electronics,Yes,2023-12-16,383.0,79.0,3821.71,383.0,2.0,At-Risk Merchants
M00645,2024-10-21,Canada,Basic,Fashion,No,,6.0,18.0,873.6800000000001,6.0,1.0,New / Fast-Growing Merchants
M00646,2024-04-20,Australia,Basic,Home,No,,3.0,166.0,7954.55,3.0,0.0,High-GMV Loyal Merchants
M00647,2024-03-31,India,Basic,Home,No,,2.0,72.0,3651.75,2.0,1.0,New / Fast-Growing Merchants
M00648,2023-12-27,India,Basic,Food,Yes,2024-10-10,94.0,156.0,7868.07,94.0,0.0,High-GMV Loyal Merchants
M00649,2023-01-01,Australia,Basic,Electronics,No,,3.0,193.0,9383.78,3.0,0.0,High-GMV Loyal Merchants
M00650,2024-01-22,Australia,Shopify,Food,No,,3.0,136.0,13939.75,3.0,0.0,High-GMV Loyal Merchants
M00651,2023-12-14,India,Basic,Electronics,Yes,2024-07-09,177.0,175.0,8244.41,177.0,0.0,High-GMV Loyal Merchants
M00652,2023-07-09,US,Shopify,Home,No,,1.0,181.0,17772.29,1.0,0.0,High-GMV Loyal Merchants
M00653,2024-05-19,India,Shopify,Home,No,,10.0,13.0,1237.0,10.0,1.0,New / Fast-Growing Merchants
M00654,2023-07-10,India,Shopify,Beauty,No,,6.0,180.0,18629.39,6.0,0.0,High-GMV Loyal Merchants
M00655,2024-05-22,Australia,Shopify,Beauty,Yes,2024-11-24,38.0,174.0,17470.09,38.0,0.0,High-GMV Loyal Merchants
M00656,2024-01-04,India,Advanced,Home,No,,2.0,82.0,20536.33,2.0,0.0,High-GMV Loyal Merchants
M00657,2024-02-13,Australia,Basic,Home,No,,3.0,77.0,3965.39,3.0,1.0,New / Fast-Growing Merchants
M00658,2023-04-27,Australia,Basic,Fashion,Yes,2024-01-31,337.0,135.0,6757.31,337.0,2.0,At-Risk Merchants
M00659,2023-05-14,Canada,Basic,Fashion,Yes,2024-04-02,276.0,65.0,3336.87,276.0,2.0,At-Risk Merchants
M00660,2023-02-27,India,Shopify,Food,No,,4.0,196.0,20420.98,4.0,0.0,High-GMV Loyal Merchants
M00661,2024-07-09,US,Advanced,Beauty,No,,13.0,10.0,2605.69,13.0,1.0,New / Fast-Growing Merchants
M00662,2024-11-15,Canada,Basic,Beauty,No,,1.0,68.0,3554.39,1.0,1.0,New / Fast-Growing Merchants
M00663,2024-11-02,Australia,Advanced,Home,No,,1.0,156.0,40545.89,1.0,3.0,Low-Value / Dormant Merchants
M00664,2023-06-22,Australia,Basic,Home,No,,1.0,168.0,8303.62,1.0,0.0,High-GMV Loyal Merchants
